"title","imdbid","rating","year","id"
"November Man, The","2402157",1,2014,5729
"Housebound","3504048",3,2014,5730
"As Above So Below","2870612",3,2014,5733
"Drop, The","1600196",1,2014,5734
"Moms&#39; Night Out","3014666",3,2014,5737
"Atlas Shrugged: Who Is John Galt?","2800038",3,2014,5745
"Saint Seiya: Legend of Sanctuary","2231489",2,2014,5749
"God Help the Girl","2141751",3,2014,5753
"Maze Runner, The","1790864",1,2014,5755
"Pride","3169706",3,2014,5756
"Maps to the Stars","2172584",3,2014,5764
"Lugen","2618500",3,2014,5765
"Riot Club, The","2717860",1,2014,5766
"A Walk Among the Tombstones","0365907",1,2014,5770
"Disappearance of Eleanor Rigby: Them, The","3729920",3,2014,5780
"Equalizer, The","0455944",1,2014,5782
"Avis de mistral","3013588",3,2014,5790
"Ein Geschenk der Gotter","3983072",3,2014,5791
"Gone Girl","2267998",3,2014,5801
"Annabelle","3322940",3,2014,5804
"Two Night Stand","2140619",3,2014,5807
"My Little Pony: Equestria Girls - Rainbow Rocks","3529198",3,2014,5810
"Wish I Was Here","2870708",3,2014,5811
"No Good Deed","2011159",3,2014,5813
"Beyond the Lights","3125324",3,2014,5817
"Whiplash","2582802",1,2014,5818
"Inbetweeners 2, The","3097204",1,2014,5826
"Le Paradis","3971202",0,2014,5848
"Laggies","2034031",3,2014,5831
"Good Lie, The","2652092",3,2014,5832
"Mostly Ghostly: Have You Met My Ghoulfriend?","3138192",3,2014,5835
"Who Am I - Kein System ist sicher","3042408",2,2014,5836
"Rico, Oskar und die Tieferschatten","1679276",1,2014,5837
"Judge, The","1872194",2,2014,5838
"Alexander and the Terrible, Horrible, No Good Very Bad Day","1698641",3,2014,5839
"Mange tes morts","3720802",0,2014,5847
"Book of Life, The","2262227",3,2014,5850
"Fury","2713180",1,2014,5862
"Happy Christmas","2955096",3,2014,5870
"Salvation, The","2720680",1,2014,5874
"Nightcrawler","2872718",3,2014,5887
"Automata","1971325",1,2014,5892
"John Wick","2911666",1,2014,5897
"Der Kleine Medicus - Geheimnisvolle Mission im Korper","3832158",3,2014,5899
"Kraftidioten","2675914",1,2014,5900
"Interstellar","0816692",3,2014,5902
"Interview, The","2788710",1,2014,6001
"Big Hero 6","2245084",3,2014,5906
"Birdman","2562232",3,2014,5911
"Dear White People","2235108",3,2014,5918
"Inherent Vice","1791528",1,2014,5922
"Unutursam F&#305;s&#305;lda","4114744",2,2014,5924
"Clouds of Sils Maria","2452254",3,2014,5927
"Hunger Games: Mockingjay - Part 1, The","1951265",3,2014,5931
"Citizenfour","4044364",1,2014,5935
"Turist","3630276",3,2014,5936
"Phoenix","2764784",3,2014,5940
"Imitation Game, The","2084970",2,2014,5941
"Foxcatcher","1100089",1,2014,5942
"Magic in the Moonlight","2870756",3,2014,5947
"Penguins of Madagascar","1911658",0,2014,5950
"Single Moms Club, The","2465140",3,2014,5953
"Barbie and the Secret Door","3921852",3,2014,5956
"About a Girl","3334794",3,2014,5957
"Selma","1020072",3,2014,5959
"En duva satt p&aring; en gren och funderade p&aring; tillvaron","1883180",1,2014,5965
"Into the Woods","2180411",3,2014,6000
"Theory of Everything, The","2980516",3,2014,5970
"Wild","2305051",3,2014,5971
"This Is Where I Leave You","1371150",2,2014,5977
"Leviathan","2802154",3,2014,5978
"Ouija","1204977",3,2014,5981
"Homesman, The","2398231",1,2014,5982
"Frozen in Time","4150316",0,2014,5993
"Hobbit: The Battle of the Five Armies, The","2310332",1,2014,5994
"Paddington","1109624",3,2014,5997
"Annie","1823664",3,2014,6003
"Mommy","3612616",3,2014,6007
"Mr. Turner","2473794",1,2014,6009
"St. Vincent","2170593",3,2014,6010
"Babadook, The","2321549",3,2014,6011
"Unbroken","1809398",0,2014,6013
"Exodus: Gods and Kings","1528100",2,2014,6019
"A Noite da Virada","4299406",3,2014,6023
"White Bird in a Blizzard","2238050",3,2014,6025
"Top Five","2784678",3,2014,6026
"Appropriate Behavior","3077108",3,2014,6032
"They Came Together","2398249",3,2014,6034
"Good People","1361318",3,2014,6035
"A Girl Walks Home Alone at Night","2326554",3,2014,6036
"You&#39;re Not You","1198156",3,2014,6037
"Agatha Raisin: The Quiche of Death","4056574",3,2014,6040
"I Origins","2884206",3,2014,6045
"Zero Motivation","3576084",3,2014,6050
"Two Days, One NIght","2737050",3,2014,6053
"Ei Kiitos","2808680",2,2014,6054
"Treehouse","1791681",3,2014,6061
"Still Alice","3316960",3,2014,6066
"Zombeavers","2784512",3,2014,6091
"Kingsman: The Secret Service","2802144",3,2014,6108
"Project Almanac","2436386",3,2014,6103
"Disappearance of Eleanor Rigby: Her, The","3720788",3,2014,6109
"A Most Violent Year","2937898",3,2014,6117
"American Sniper","2179136",1,2014,6118
"Normal Heart, The","1684226",1,2014,6124
"Cake","3442006",3,2014,6128
"Parallels","3479316",3,2014,6139
"Magical Girl","3089326",3,2014,6143
"Girlhood","3655522",3,2014,6198
"El Ni&ntilde;o","2093990",1,2014,6158
"Big Eyes","1126590",3,2014,6159
"Predestination","2397535",3,2014,6172
"God&#39;s Pocket","2920808",1,2014,6178
"My Father Must Die","3368814",3,2014,6179
"Dyke Hard","3570168",3,2014,6180
"Song of the Sea","1865505",3,2014,6182
"Before I Go to Sleep","1726592",3,2014,6185
"Love, Rosie","1638002",3,2014,6188
"Seventh Son","1121096",3,2014,6191
"Love Is Strange","2639344",2,2014,6195
"Suite francaise","0900387",3,2014,6196
"Someone Marry Barry","1978532",2,2014,6207
"Near Death Experience","3800012",0,2014,6208
"Scribbler, The","2396721",3,2014,6220
"Feher isten","2844798",3,2014,6219
"Welcome to Me","2788716",3,2014,6225
"Cuban Fury","2390237",1,2014,6230
"Pane e burlesque","3284618",3,2014,6247
"Last Five Years, The","2474024",1,2014,6252
"Relatos salvajes","3011894",3,2014,6256
"Gueros","3499048",2,2014,6258
"Thegidi","3565264",2,2014,6263
"Boy Meets Girl","3007302",3,2014,6264
"My Old Lady","2908856",3,2014,6266
"Ocho apellidos vascos","2955316",1,2014,6268
"Omoide no Mani (When Marnie Was There)","3398268",3,2014,6304
"Love &amp; Mercy","0903657",2,2014,6305
"Mike and I","3804984",1,2014,6307
"Escobar: Paradise Lost","2515030",2,2014,6331
"Batman: Assault on Arkham","3139086",3,2014,6341
"Houses October Built, The","1958043",0,2014,6344
"Kumiko, the Treasure Hunter","3263614",3,2014,6348
"Woman in Black 2: Angel of Death, The","2339741",3,2014,6368
"La isla minima","3253930",2,2014,6370
"Learning to Drive","3062976",3,2014,6373
"Infinitely Polar Bear","1969062",3,2014,6385
"Angry Video Game Nerd: The Movie","2123146",3,2014,6400
"She&#39;s Funny That Way","1767372",3,2014,6413
"Outcast","1552224",3,2014,6416
"Step Up All In","2626350",2,2014,6421
"Black Sea","2261331",0,2014,6423
"A Brilliant Young Mind","3149038",1,2014,6425
"Tinker Bell and the Legend of the NeverBeast","3120408",3,2014,6440
"Ich seh, Ich seh","3086442",0,2014,6459
"Effie Gray","1605798",3,2014,6476
"Cooties","2490326",1,2014,6488
"Dohee-ya","3661798",3,2014,6490
"East Side Sushi","2340650",3,2014,6491
"Falling, The","3294200",3,2014,6499
"Paper Planes","3328716",1,2014,6501
"Unfriended","3713166",3,2014,6504
"Tu Dors Nicole","3483194",3,2014,6509
"Big Game","2088003",0,2014,6513
"It Follows","3235888",3,2014,6518
"Lust for Love","2106529",3,2014,6524
"Taking of Deborah Logan, The","3387648",3,2014,6527
"Wyrmwood: Road of the Dead","2535470",3,2014,6528
"Let Us Prey","3148348",3,2014,6534
"Rosewater","2752688",1,2014,6545
"Mercenaries","3598222",3,2014,6551
"Dark Was the Night","2251281",1,2014,6552
"Hits","3145220",3,2014,6583
"Miss Meadows","3128900",3,2014,6600
"Comet","2965412",1,2014,6607
"In the Courtyard","2593224",3,2014,6642
"Ask Me Anything","2505294",3,2014,6646
"Innocence","1724965",3,2014,6668
"Hungry Hearts","3344922",2,2014,6672
"While We&#39;re Young","1791682",3,2014,6673
"Spring","3395184",0,2014,6690
"Like Sunday, Like Rain","3104818",3,2014,6724
"Court","3717068",1,2014,6731
"Life Partners","2870808",3,2014,6740
"Amour fou","3003800",2,2014,6743
"Not Cool","3569356",3,2014,6747
"Stretch","2494280",1,2014,6765
"Golden Era","3696086",2,2014,6773
"Cut Bank","1661820",3,2014,6784
"River of Fundament","3529612",3,2014,6813
"Quiet Hour, The","2645188",3,2014,6831
"How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob","3812402",3,2014,6845
"Every Secret Thing","1706598",3,2014,6860
"Eat with Me","2274604",3,2014,6864
"Ju-on: Owari no hajimari","3572132",3,2014,6885
"Still the Water","3230162",3,2014,6906
"Electricity","2936470",3,2014,6951
"Der kleine Drache Kokosnuss","3726220",0,2014,6957
"Primero De Enero","3263732",3,2014,6958
"Faults","3021360",3,2014,6989
"Aloft","2494384",3,2014,6994
"Before We Go","0443465",3,2014,6996
"Land Ho!","3283556",3,2014,7007
"5 Flights Up","2933544",3,2014,7036
"Damned Thing, The","3748076",1,2014,7064
"Sadilishteto","2199436",1,2014,7066
"Ardor","1384925",0,2014,7086
"Jongens","3318220",1,2014,7133
"Anatomy of a Love Seen","3546114",3,2014,7203
"Son of Batman","3139072",2,2014,7208
"Verden venter","4800178",3,2014,7226
"Young Ones","2693664",1,2014,7254
"Respire","3365778",3,2014,7275
"Clown","1780798",3,2014,7280
"Gabby Douglas Story, The","3386954",1,2014,7314
"Margarita with a Straw","2929690",3,2014,7537
"Jane the Virgin","3566726",3,2014,7408
"Nar dyrene drommer","2818178",1,2014,7431
"Justice League: WAR","3060952",3,2014,7428
"I Call It Love","4211680",0,2014,7429
"Horrible Bosses 2","2170439",1,2014,8331
"Fort Tilden","3457734",1,2014,7459
"Gotham","3749900",3,2014,7499
"Frame, The","2567038",3,2014,7516
"La belle et la bete","2316801",3,2014,7575
"Ventos de Agosto","3904770",3,2014,7578
"Out of the Dark","2872724",3,2014,7594
"Girltrash: All Night Long","1555440",3,2014,7633
"Perfect Sisters","2027231",3,2014,7692
"Haider","3390572",2,2014,7713
"Da Sweet Blood of Jesus","3104930",3,2014,7730
"H.","3666210",1,2014,7764
"Sharknado 2: The Second One","3062074",3,2014,7776
"Trash","1921149",1,2014,7777
"Lookalike, The","2497980",3,2014,7849
"Creep","2428170",0,2014,7880
"Last Shift","2965466",3,2014,7885
"Heaven Is For Real","1929263",2,2014,8330
"Sora no Otoshimono Final: Eternal My Master","3438514",1,2014,7937
"Search Party","2758904",2,2014,7898
"Better Living Through Chemistry","1609479",1,2014,7974
"Jacky in the kingdom of women","2382422",3,2014,8099
"Last: Naruto the Movie, The","3717532",2,2014,8119
"Conducta","3595966",3,2014,8122
"Dumb and Dumber 2","2096672",3,2014,8328
"Town That Dreaded Sundown, The","2561546",3,2014,8162
"Dolphin Tale 2","2978462",3,2014,8327
"Night at the Museum: Secret of the Tomb","2692250",1,2014,8236
"Dracula Untold","0829150",0,2014,8316
"Earth To Echo","2183034",1,2014,8333
"About Last Night","1826590",2,2014,8340
"What We Did on Our Holiday","2725962",3,2014,8361
"Deliver Us From Evil","2377322",2,2014,8377
"Viharsarok","2474310",1,2014,8531
"Der Kreis","3148952",1,2014,8560
"Out in the Night","3717242",3,2014,8561
"Dolares de arena (Sand Dollars)","3958098",3,2014,8605
"Date and Switch","1878942",2,2014,8650
"Extirpador de Idolatrias","3010990",3,2014,8689
"Into the Woods","002180411",3,2014,8702
"Highway","2980794",0,2014,8739
"Happy Valley","3428912",1,2014,8944
"Sex Ed","2751310",3,2014,8957
"Alex of Venice","2977090",3,2014,9162
"Taken 3","2446042",1,2014,9415
"Tempest, The","3840898",3,2014,9506
"Gekijouban Hakuouki: Dainishou shikon soukyou","5825186",0,2014,9522
"PK","2338151",2,2014,9659
"Awesome Asian Bad Guys","3153524",1,2014,9665
"Mass Extinction: Life at the Brink","4264406",0,2014,10056
"Moomins on the Riviera","2371399",3,2014,10162
"Red Tent, The","3068894",3,2014,10156
"Big Stone Gap","3254796",3,2014,10180
"Cloud 9","2762970",3,2014,10225
"Nut Job, The","1821658",3,2014,10255
"12 Dog Days Till Christmas","3579698",3,2014,10318
"JLA Adventures: Trapped in Time","3468260",3,2014,10401
"Robot Overlords","2145829",1,2014,10412
"Dark Dungeons","3625970",3,2014,10591
"Christmas Under Wraps","4180032",3,2014,10633
"Flash, The","3107288",1,2014,10831
"Tusk","3099498",0,2014,10954
"El patr&oacute;n, radiograf&iacute;a de un crimen","3854234",1,2014,10968
"Meet the Mormons","4003774",3,2014,10970
"How old are you?","3734466",3,2014,11225
"Endless Love","2318092",1,2014,11236
"Home","2224026",3,2015,6148
"Frau Muller muss weg","4216934",3,2015,6048
"Wedding Ringer, The","0884732",3,2015,6065
"Ex Machina","0470752",1,2015,6084
"Strange Magic","4191054",3,2015,6093
"Summer of Sangaile, The","2994832",3,2015,6094
"Mortdecai","3045616",1,2015,6098
"Jupiter Ascending","1617661",3,2015,6101
"SpongeBob Movie: Sponge Out of Water, The","2279373",2,2015,6105
"Duke of Burgundy, The","2570858",3,2015,6107
"Fifty Shades of Grey","2322441",3,2015,6113
"DUFF, The","1666801",3,2015,6125
"Bad Hair Day","3856042",3,2015,6132
"Chappie","1823672",1,2015,6134
"Cinderella","1661199",3,2015,6152
"Three Es, The","4247740",3,2015,6156
"Insurgent","2908446",3,2015,6157
"Tod den Hippies!! Es lebe der Punk!","3397082",1,2015,6163
"Lazarus Effect, The","2918436",3,2015,6166
"Furious 7","2820852",3,2015,6186
"La Passion d&#39;Augustine","4392438",3,2015,6187
"Liza, the fox fairy","2210769",3,2015,6190
"Ghosthunters","3711622",3,2015,6197
"Avengers: Age of Ultron","2395427",3,2015,6217
"Do You Believe?","4056738",3,2015,6222
"True Story","2273657",1,2015,6223
"Suffragette","3077214",3,2015,6226
"Septembers of Shiraz","3661298",3,2015,6227
"Bound","4145324",3,2015,6229
"Pitch Perfect 2","2848292",3,2015,6284
"Far From the Madding Crowd","2935476",3,2015,6237
"Mad Max: Fury Road","1392190",3,2015,6242
"Almost Mercy","3480446",2,2015,6283
"Focus","2381941",1,2015,6254
"Inside Out","2096673",3,2015,6255
"L&#39;antiquaire","4000768",3,2015,6259
"Dora oder Die sexuellen Neurosen unserer Eltern","4265878",3,2015,6260
"Hedi Schneider steckt fest","3707396",3,2015,6261
"Spy","3079380",3,2015,6265
"Tomorrowland","1964418",3,2015,6267
"Age of Adaline, The","1655441",3,2015,6269
"A Little Chaos","2639254",3,2015,6271
"Drunk Wedding","1950135",2,2015,6275
"World of Tomorrow","4171032",3,2015,6277
"Kung Fury","3472226",2,2015,6278
"La loi du march&eacute;","4428814",1,2015,6279
"San Andreas","2126355",3,2015,6281
"Predator Dark Ages","4171544",0,2015,6282
"Woman in Gold","2404425",3,2015,6288
"Bessie","3704352",3,2015,6291
"Insidious: Chapter 3","3195644",3,2015,6292
"Battledream Chronicle","4714032",3,2015,6294
"Un peu, beaucoup, aveuglement!","4466936",3,2015,6296
"Last Knights","2493486",1,2015,6297
"Run All Night","2199571",1,2015,6299
"VANish","3058674",1,2015,6300
"Entourage","1674771",2,2015,6303
"Jurassic World","0369610",3,2015,6306
"Maend &amp; hons","3877674",1,2015,6316
"Shaun the Sheep Movie","2872750",0,2015,6329
"Reason I Shop Online, The","4780834",3,2015,6321
"Testament of Youth","1441953",3,2015,6322
"Gunman, The","2515034",1,2015,6328
"Get Hard","2561572",1,2015,6325
"Phoenix Project, The","3430042",0,2015,6330
"Titli","3019620",0,2015,6334
"Four Warriors, The","4026600",1,2015,6336
"Minions","2293640",3,2015,6338
"Terminator Genisys","1340138",0,2015,6340
"Justice League: Throne of Atlantis","3878542",3,2015,6342
"Victoria","4226388",0,2015,6343
"Ted 2","2637276",1,2015,6350
"Child 44","1014763",2,2015,6354
"Mustang","3966404",3,2015,6355
"Overnight, The","3844362",3,2015,6356
"Trainwreck","3152624",3,2015,6357
"Ant-Man","0478970",2,2015,6359
"Second Best Exotic Marigold Hotel, The","2555736",3,2015,6361
"Slow West","3205376",0,2015,6364
"Taxi","4359416",3,2015,6365
"Southpaw","1798684",2,2015,6366
"Pixels","2120120",1,2015,6367
"Barely Lethal","1731701",3,2015,6369
"Magic Mike XXL","2268016",3,2015,6372
"Irrational Man","3715320",2,2015,6375
"Next Stop L.A.","4895704",3,2015,6376
"Grandma","4270516",3,2015,6383
"Descendants","3440298",3,2015,6386
"Papertowns","3622592",2,2015,6388
"Mission: Impossible - Rogue Nation","2381249",0,2015,6389
"Tangerine","3824458",3,2015,6390
"Fantastic Four","1502712",0,2015,6392
"Trust Fund","3969208",3,2015,6393
"Teen Beach 2","3764966",3,2015,6399
"Timelike","4897214",3,2015,6404
"Man from U.N.C.L.E., The","1638355",3,2015,6407
"End of the Tour, The","3416744",1,2015,6409
"Ricki and the Flash","3623726",3,2015,6410
"Que Horas Ela Volta?","3742378",3,2015,6412
"Il racconto dei racconti","3278330",3,2015,6418
"I&#39;ll See You in My Dreams","3236120",3,2015,6419
"Madame Bovary","2334733",2,2015,6422
"Self/less","2140379",1,2015,6424
"Batman Unlimited: Animal Instincts","4437640",1,2015,6426
"Mr. Holmes","3168230",1,2015,6430
"Bloodsucking Bastards","3487994",2,2015,6438
"little prince, The","1754656",3,2015,6434
"Straight Outta Compton","1398426",1,2015,6435
"Me and Earl and the Dying Girl","2582496",3,2015,6436
"Perfect Guy, The","3862750",2,2015,6447
"Until Dawn","2742544",3,2015,6449
"Maze Runner: The Scorch Trials","4046784",3,2015,6457
"Hotel Transylvania 2","2510894",3,2015,6487
"American Ultra","3316948",1,2015,6472
"Martian, The","3659388",3,2015,6466
"Aloha","1243974",3,2015,6467
"Just Jim","3291148",1,2015,6469
"Sicario","3397884",0,2015,6470
"Pawn Sacrifice","1596345",1,2015,6475
"Green Inferno, The","2403021",3,2015,6478
"Dope","3850214",1,2015,6479
"My Little Pony: Equestria Girls - Friendship Games","4450396",3,2015,6482
"Black Mass","1355683",1,2015,6486
"Final Girls, The","2118624",3,2015,6489
"Crimson Peak","2554274",3,2015,6494
"Vice","3480796",3,2015,6495
"Bridge of Spies","3682448",1,2015,6502
"Steve Jobs","2080374",3,2015,6506
"Goosebumps","1051904",2,2015,6508
"Walk, The","3488710",1,2015,6510
"Spectre","2379713",1,2015,6519
"Ridiculous 6, The","2479478",2,2015,6597
"Murder Pact, The","4298966",3,2015,6521
"AfterDeath","2710826",3,2015,6530
"Schneider vs. Bax","3430416",2,2015,6532
"Wo shi zheng ren","4979652",0,2015,6537
"Peanuts Movie, The","2452042",3,2015,6548
"Brooklyn","2381111",3,2015,6549
"Victor Frankenstein","1976009",0,2015,6557
"Good Dinosaur, The","1979388",3,2015,6558
"Hunger Games: Mockingjay - Part 2, The","1951266",3,2015,6560
"Carol","2402927",3,2015,6563
"Trumbo","3203606",3,2015,6565
"Dressmaker, The","2910904",3,2015,6566
"Revenant, The","1663202",0,2015,6567
"Blackhat","2717822",1,2015,6572
"Angry Indian Goddesses","3368222",3,2015,6581
"Room","3170832",3,2015,6584
"Feeheld","1658801",3,2015,6622
"Creed","3076658",2,2015,6588
"In the Heart of the Sea","1390411",1,2015,6589
"Hollow, The","4472596",3,2015,6593
"Love the Coopers","2279339",3,2015,6595
"Vacation","1524930",3,2015,6596
"Krampus","3850590",3,2015,6601
"Sisters","1850457",3,2015,6609
"Star Wars: The Force Awakens","2488496",3,2015,6610
"Pan","3332064",1,2015,6611
"By the Sea","3707106",3,2015,6612
"Hidden","2131532",3,2015,6613
"Lobster, The","3464902",3,2015,6614
"Mistres America","2872462",3,2015,6619
"Hateful Eight, The","3460252",3,2015,6628
"Point Break","2058673",0,2015,6632
"Concussion","3322364",1,2015,6633
"Dolly Parton&#39;s Coat of Many Colors","4767274",3,2015,6634
"Joy","2446980",3,2015,6635
"Stitcher","4858280",0,2015,6636
"Macbeth","2884018",1,2015,6637
"Intern, The","2361509",3,2015,6643
"Captive","3268668",3,2015,6644
"Big Short, The","1596363",1,2015,6648
"Man Up","3064298",3,2015,6649
"Daddy&#39;s Home","1528854",1,2015,6651
"Danish Girl, The","0810819",3,2015,6655
"Chi-Raq","4594834",3,2015,6660
"Mythica: The Darkspore","3478232",3,2015,6661
"This changes everything","1870548",3,2015,6665
"After the Ball","3717016",3,2015,6667
"Legend","3569230",3,2015,6671
"A Sort of Homecoming","3303652",3,2015,6674
"Bill","2978576",2,2015,6715
"Anamolisa","2401878",2,2015,6677
"Transporter Refueled, The","2938956",3,2015,6678
"Comment c&#39;est loin","4576612",1,2015,6683
"Last Witch Hunter, The","1618442",3,2015,6684
"Advantageous","3090670",3,2015,6685
"Uncanny","2321502",0,2015,6692
"Anna Unbound","4069042",3,2015,6696
"Miss You Already","2245003",3,2015,6706
"Spotlight","1895587",1,2015,6707
"Youth","3312830",1,2015,6708
"L&#39;attesa","3715122",3,2015,6712
"Temp&ecirc;te","3757648",1,2015,6716
"Queen of Earth","3993894",3,2015,6717
"Comoara","4515684",1,2015,6719
"Slow Learners","2537390",3,2015,6723
"Invisible Sister","4420110",3,2015,6726
"Little Big Master","4319698",3,2015,6732
"Diary of a Teenage Girl, The","3172532",3,2015,6737
"Min lilla syster","4093680",3,2015,6752
"Till We Meet Again","2461340",3,2015,6757
"Meadowland","3529656",3,2015,6767
"Meddler, The","4501454",3,2015,6769
"Marguerite","4428788",3,2015,6770
"Office","4392726",3,2015,6771
"Throne","4010918",3,2015,6774
"7 Letters","4691166",3,2015,6775
"VVitch: A New-England Folktale, The","4263482",3,2015,6777
"Les ogres","4466872",3,2015,6786
"Longest Ride, The","2726560",3,2015,6787
"Tiger House","2911674",3,2015,6818
"Case of Hana and Alice, The","4125300",3,2015,6823
"Eye in the Sky","2057392",3,2015,6836
"Harbinger Down","3397918",3,2015,6875
"Anguish","3620762",3,2015,6851
"Baahubali: The Beginning","2631186",1,2015,6855
"Riaru onigokko","4439120",3,2015,6866
"Je suis un soldat","4485178",3,2015,6868
"Green Room","4062536",3,2015,6887
"A Country Called Home","3953626",3,2015,6895
"Family Fang","2097331",3,2015,6889
"Everest","2719848",2,2015,6913
"Hello, My Name Is Doris","3766394",3,2015,6925
"A Perfect Day","3577624",2,2015,6926
"Sunset Song","2262161",3,2015,6928
"Wave (B&oslash;lgen), The","3616916",3,2015,6939
"Z for Zachariah","1598642",0,2015,6948
"Max","3369806",3,2015,6949
"Lady in the Van, The","3722070",3,2015,6950
"Experimenter","3726704",2,2015,6955
"Turbo Kid","3672742",1,2015,6956
"They Call Me Jeeg Robot","3775086",1,2015,6959
"Halal Love","5105218",3,2015,6961
"Maggie&#39;s Plan","3471098",3,2015,6967
"Man Who Knew Infinity, The","0787524",0,2015,6969
"Our Little Sister","3756788",3,2015,6974
"Equals","3289728",3,2015,6982
"Demolition","1172049",1,2015,6985
"Visit, The","3567288",3,2015,7015
"Bronze, The","3859304",3,2015,7024
"Jem and the Holograms","3614530",3,2015,7029
"Battle For Sevastopol","4084744",3,2015,7041
"Louder Than Bombs","2217859",1,2015,7062
"Survivor","3247714",3,2015,7063
"45 Years","3544082",3,2015,7072
"Colony, The","4005402",3,2015,7089
"La belle saison","4080768",3,2015,7091
"Never Let Go","3833474",1,2015,7178
"Into the Forest","2625810",3,2015,7102
"Fourth Man Out","3978720",1,2015,7111
"Hrutar","3296658",1,2015,7116
"La memoria del agua","4341864",2,2015,7132
"A Royal Night Out","1837562",3,2015,7197
"Avril et le monde truque","3422078",3,2015,7219
"Miles Ahead","0790770",0,2015,7232
"brothers of the wind","3532278",0,2015,7253
"Sin Seer, The","3605262",3,2015,7259
"Tjuvheder","4153324",3,2015,7270
"600 millas [600 Miles]","3685622",0,2015,7305
"Roald Dahl&#39;s Esio Trot","3205394",1,2015,7327
"Unexpected","4145304",3,2015,7335
"Embers","3503460",1,2015,7343
"Evolution","4291590",0,2015,7347
"Girl King, The","1254322",3,2015,7361
"33, The","2006295",3,2015,7378
"Parched","3043252",3,2015,7538
"Dragon Ball Z: Resurrection &#39;F&#39;","3819668",1,2015,7427
"Nil Battey Sannata","5005684",3,2015,7441
"Sweet Bean","4298958",3,2015,7454
"Long Way North","2262345",1,2015,7458
"Full Out","3977462",3,2015,7482
"Milyy Khans, dorogoy Pyotr","3817188",1,2015,7484
"Already Tomorrow in Hong Kong","3700804",2,2015,7494
"Lavalantula","4060576",3,2015,7502
"Eaters","2109127",1,2015,7503
"Boi Neon","4899406",3,2015,7511
"Psychosis","6663788",3,2015,7522
"London Spy","4108134",1,2015,7541
"Ava&#39;s Possession","3727982",3,2015,7558
"Birigyaru","4195368",3,2015,7577
"3Tails Movie: A Mermaid Adventure, The","3391348",3,2015,7672
"Fathers &amp; Daughters","2582502",3,2015,7686
"Steps, The","3801372",3,2015,7761
"Dofus - Livre 1: Julith","4731504",3,2015,7862
"Girls Lost","4425152",3,2015,7832
"You&#39;re My Boss","4489160",0,2015,7873
"Intruders","4009278",3,2015,7881
"Synchronicity","2049543",2,2015,7890
"Sleeping with Other People","3165612",3,2015,7902
"Life","2948840",3,2015,7916
"Beasts of No Nation","1365050",0,2015,7922
"Harter Brocken","3981858",3,2015,7931
"Other Halves","4308714",3,2015,7947
"Emelie","4503598",3,2015,7993
"Burn Burn Burn","3627488",3,2015,8000
"Phoenix Incident","4341532",1,2015,8006
"Stanford Prison Experiment, The","0420293",1,2015,8036
"Hot Pursuit","2967224",2,2015,8037
"Blackcoat&#39;s Daughter, The","3286052",3,2015,8050
"Maryland","4085084",0,2015,8079
"Love Live! The School Idol Movie","3837248",3,2015,8081
"Unfinished Business","2358925",2,2015,8259
"Scouts Guide to the Zombie Apocalypse","1727776",1,2015,8227
"Gift, The","4178092",3,2015,8233
"Hitman: Agent 47","2679042",0,2015,8334
"Sharknado 3: Oh Hell No!","3899796",3,2015,8352
"Vampyres","3654680",3,2015,8356
"Mojave","2322517",1,2015,8370
"Alvin and the Chipmunks: The Road Chip","2974918",1,2015,8375
"High Rise","0462335",2,2015,8509
"Shisha no teikoku (Empire of Corpses)","4235644",1,2015,8569
"Portrait of a Serial Monogamist","2935662",3,2015,8606
"Atrapa la bandera [Capture the Flag]","3896100",1,2015,8614
"Absolutely Anything","1727770",3,2015,8643
"A Walk in the Woods","1178665",2,2015,8675
"Great Gilly Hopkins, The","001226766",3,2015,8703
"Bajirao Mastani","3735246",2,2015,8738
"Paul Blart: Mall Cop 2","3450650",1,2015,8770
"Highway to Hellas","4766604",1,2015,8922
"Woodlawn","4183692",1,2015,9029
"Ethicist, The","12145728",3,2015,9142
"Invitation, The","2400463",3,2015,9180
"Circle","3118452",1,2015,9193
"My Name Is Emily","3319018",3,2015,9210
"O Desolado","4692234",3,2015,9248
"A German Youth","3431798",0,2015,9251
"Montanha","2662716",1,2015,9257
"John From","3977428",3,2015,9261
"Samurai Warrior Queens","4794188",3,2015,9486
"Ip Man 3","2888046",1,2015,9551
"Sword of Vengeance","3622332",0,2015,9611
"assassin, The","3508840",2,2015,9942
"Aluguel: O Filme","12268798",0,2015,10034
"Wiz Live!, The","4718770",3,2015,10159
"Welcome To Happiness","3564794",1,2015,10175
"Cuddler","5573580",3,2015,10291
"Cafard","4926026",2,2015,10442
"Girls und Panzer: Der Film","5284414",3,2015,10462
"Superfast!","2933474",3,2015,10504
"Extraction","4382872",2,2015,10530
"Barney Thomson","2552394",3,2015,10982
"Burnt","2503944",3,2015,11389
"Star Wars VII: The force awakens","29895037",3,2015,11935
"Jane Got a Gun","2140037",0,2016,6670
"Vampires In Virginia","2938496",3,2016,6669
"5th Wave, The","2304933",2,2016,6680
"Hail, Caesar!","0475290",1,2016,6710
"Pride and Prejudice and Zombies","1374989",3,2016,6713
"Bang Gang","3838728",3,2016,6720
"Les innocentes","4370784",3,2016,6721
